DATE,UST_10Y,CCPI,UNEMP,3M_SUG
1/2/62,4.06,30.04,5.8,1
1/3/62,4.03,30.04,5.8,1
1/4/62,3.99,30.04,5.8,1
1/5/62,4.02,30.04,5.8,1
1/8/62,4.03,30.04,5.8,1
1/9/62,4.05,30.04,5.8,1
1/10/62,4.07,30.04,5.8,1
1/11/62,4.08,30.04,5.8,1
1/12/62,4.08,30.04,5.8,1
1/15/62,4.1,30.04,5.8,1
1/16/62,4.13,30.04,5.8,1
1/17/62,4.12,30.04,5.8,1
1/18/62,4.11,30.04,5.8,1
1/19/62,4.11,30.04,5.8,1
1/22/62,4.09,30.04,5.8,1
1/23/62,4.11,30.04,5.8,1
1/24/62,4.1,30.04,5.8,0
1/25/62,4.11,30.04,5.8,1
1/26/62,4.11,30.04,5.8,1
1/29/62,4.12,30.04,5.8,1
1/30/62,4.11,30.04,5.8,1
1/31/62,4.1,30.11,5.5,1
2/1/62,4.09,30.11,5.5,1
2/2/62,4.08,30.11,5.5,1
2/5/62,4.07,30.11,5.5,1
2/6/62,4.06,30.11,5.5,1
2/7/62,4.07,30.11,5.5,1
2/8/62,4.07,30.11,5.5,1
2/9/62,4.05,30.11,5.5,1
2/12/62,4.05,30.11,5.5,0
2/13/62,4.03,30.11,5.5,1
2/14/62,4.03,30.11,5.5,1
2/15/62,4.02,30.11,5.5,1
2/16/62,4.02,30.11,5.5,1
2/19/62,4.01,30.11,5.5,1
2/20/62,4.05,30.11,5.5,1
2/21/62,4.03,30.11,5.5,1
2/22/62,4.03,30.11,5.5,0
2/23/62,4.02,30.11,5.5,1
2/26/62,4,30.11,5.5,0
2/27/62,4.01,30.11,5.5,1
2/28/62,4,30.17,5.6,0
3/1/62,3.98,30.17,5.6,0
3/2/62,3.98,30.17,5.6,0
3/5/62,4,30.17,5.6,0
3/6/62,4.01,30.17,5.6,0
3/7/62,4,30.17,5.6,1
3/8/62,3.98,30.17,5.6,0
3/9/62,3.96,30.17,5.6,0
3/12/62,3.94,30.17,5.6,0
3/13/62,3.92,30.17,5.6,0
3/14/62,3.93,30.17,5.6,0
3/15/62,3.96,30.17,5.6,0
3/16/62,3.96,30.17,5.6,0
3/19/62,3.93,30.17,5.6,0
3/20/62,3.91,30.17,5.6,0
3/21/62,3.86,30.17,5.6,0
3/22/62,3.83,30.17,5.6,0
3/23/62,3.87,30.17,5.6,0
3/26/62,3.89,30.17,5.6,0
3/27/62,3.9,30.17,5.6,0
3/28/62,3.9,30.17,5.6,0
3/29/62,3.9,30.17,5.6,0
3/30/62,3.86,30.21,5.6,0
4/2/62,3.86,30.21,5.6,0
4/3/62,3.83,30.21,5.6,0
4/4/62,3.78,30.21,5.6,0
4/5/62,3.84,30.21,5.6,0
4/6/62,3.81,30.21,5.6,0
4/9/62,3.83,30.21,5.6,0
4/10/62,3.83,30.21,5.6,0
4/11/62,3.87,30.21,5.6,0
4/12/62,3.86,30.21,5.6,0
4/13/62,3.85,30.21,5.6,0
4/16/62,3.83,30.21,5.6,0
4/17/62,3.82,30.21,5.6,0
4/18/62,3.81,30.21,5.6,0
4/19/62,3.82,30.21,5.6,0
4/20/62,3.82,30.21,5.6,0
4/23/62,3.86,30.21,5.6,0
4/24/62,3.87,30.21,5.6,0
4/25/62,3.88,30.21,5.6,0
4/26/62,3.89,30.21,5.6,0
4/27/62,3.86,30.21,5.6,0
4/30/62,3.86,30.24,5.5,0
5/1/62,3.85,30.24,5.5,0
5/2/62,3.86,30.24,5.5,0
5/3/62,3.86,30.24,5.5,0
5/4/62,3.87,30.24,5.5,0
5/7/62,3.86,30.24,5.5,0
5/8/62,3.85,30.24,5.5,0
5/9/62,3.82,30.24,5.5,0
5/10/62,3.83,30.24,5.5,0
5/11/62,3.82,30.24,5.5,0
5/14/62,3.85,30.24,5.5,0
5/15/62,3.87,30.24,5.5,0
5/16/62,3.86,30.24,5.5,0
5/17/62,3.87,30.24,5.5,0
5/18/62,3.93,30.24,5.5,0
5/21/62,3.94,30.24,5.5,0
5/22/62,3.93,30.24,5.5,0
5/23/62,3.91,30.24,5.5,0
5/24/62,3.9,30.24,5.5,0
5/25/62,3.88,30.24,5.5,0
5/28/62,3.87,30.24,5.5,0
5/29/62,3.89,30.24,5.5,0
5/30/62,3.89,30.24,5.5,0
5/31/62,3.9,30.21,5.5,0
6/1/62,3.89,30.21,5.5,0
6/4/62,3.88,30.21,5.5,0
6/5/62,3.89,30.21,5.5,0
6/6/62,3.89,30.21,5.5,0
6/7/62,3.87,30.21,5.5,0
6/8/62,3.86,30.21,5.5,0
6/11/62,3.87,30.21,5.5,0
6/12/62,3.86,30.21,5.5,0
6/13/62,3.87,30.21,5.5,0
6/14/62,3.9,30.21,5.5,0
6/15/62,3.89,30.21,5.5,1
6/18/62,3.91,30.21,5.5,0
6/19/62,3.93,30.21,5.5,0
6/20/62,3.92,30.21,5.5,0
6/21/62,3.9,30.21,5.5,0
6/22/62,3.9,30.21,5.5,0
6/25/62,3.95,30.21,5.5,1
6/26/62,3.97,30.21,5.5,1
6/27/62,3.96,30.21,5.5,1
6/28/62,3.98,30.21,5.5,1
6/29/62,4,30.22,5.4,1
7/2/62,4,30.22,5.4,1
7/3/62,4,30.22,5.4,0
7/4/62,4,30.22,5.4,0
7/5/62,4,30.22,5.4,1
7/6/62,4.02,30.22,5.4,1
7/9/62,4.05,30.22,5.4,0
7/10/62,4.02,30.22,5.4,1
7/11/62,3.99,30.22,5.4,1
7/12/62,4,30.22,5.4,1
7/13/62,4,30.22,5.4,1
7/16/62,4.01,30.22,5.4,1
7/17/62,4.03,30.22,5.4,1
7/18/62,4.02,30.22,5.4,1
7/19/62,4.02,30.22,5.4,0
7/20/62,4.01,30.22,5.4,1
7/23/62,4,30.22,5.4,1
7/24/62,4.01,30.22,5.4,1
7/25/62,4.02,30.22,5.4,1
7/26/62,4.01,30.22,5.4,1
7/27/62,4.02,30.22,5.4,1
7/30/62,4.03,30.22,5.4,1
7/31/62,4.04,30.28,5.7,1
8/1/62,4.03,30.28,5.7,1
8/2/62,4,30.28,5.7,1
8/3/62,4.01,30.28,5.7,1
8/6/62,4.01,30.28,5.7,1
8/7/62,4.02,30.28,5.7,1
8/8/62,4.01,30.28,5.7,1
8/9/62,3.99,30.28,5.7,1
8/10/62,3.99,30.28,5.7,1
8/13/62,3.99,30.28,5.7,1
8/14/62,3.98,30.28,5.7,1
8/15/62,3.98,30.28,5.7,1
8/16/62,3.96,30.28,5.7,1
8/17/62,3.96,30.28,5.7,1
8/20/62,3.94,30.28,5.7,1
8/21/62,3.94,30.28,5.7,0
8/22/62,3.95,30.28,5.7,1
8/23/62,3.95,30.28,5.7,1
8/24/62,3.95,30.28,5.7,1
8/27/62,3.95,30.28,5.7,1
8/28/62,3.96,30.28,5.7,0
8/29/62,3.96,30.28,5.7,1
8/30/62,3.95,30.28,5.7,1
8/31/62,3.96,30.42,5.6,1
9/3/62,3.96,30.42,5.6,0
9/4/62,3.96,30.42,5.6,1
9/5/62,3.97,30.42,5.6,1
9/6/62,3.99,30.42,5.6,1
9/7/62,4.01,30.42,5.6,1
9/10/62,4,30.42,5.6,1
9/11/62,4,30.42,5.6,1
9/12/62,4,30.42,5.6,1
9/13/62,3.99,30.42,5.6,1
9/14/62,3.99,30.42,5.6,1
9/17/62,3.99,30.42,5.6,1
9/18/62,3.98,30.42,5.6,1
9/19/62,3.99,30.42,5.6,1
9/20/62,3.98,30.42,5.6,1
9/21/62,3.98,30.42,5.6,1
9/24/62,3.97,30.42,5.6,1
9/25/62,3.96,30.42,5.6,1
9/26/62,3.95,30.42,5.6,1
9/27/62,3.95,30.42,5.6,1
9/28/62,3.94,30.38,5.4,1
10/1/62,3.93,30.38,5.4,1
10/2/62,3.92,30.38,5.4,1
10/3/62,3.9,30.38,5.4,0
10/4/62,3.9,30.38,5.4,0
10/5/62,3.92,30.38,5.4,1
10/8/62,3.93,30.38,5.4,1
10/9/62,3.95,30.38,5.4,0
10/10/62,3.93,30.38,5.4,1
10/11/62,3.94,30.38,5.4,1
10/12/62,3.94,30.38,5.4,0
10/15/62,3.94,30.38,5.4,1
10/16/62,3.94,30.38,5.4,1
10/17/62,3.94,30.38,5.4,0
10/18/62,3.92,30.38,5.4,0
10/19/62,3.88,30.38,5.4,0
10/22/62,3.91,30.38,5.4,0
10/23/62,3.94,30.38,5.4,0
10/24/62,3.94,30.38,5.4,0
10/25/62,3.94,30.38,5.4,0
10/26/62,3.93,30.38,5.4,0
10/29/62,3.92,30.38,5.4,0
10/30/62,3.92,30.38,5.4,0
10/31/62,3.92,30.38,5.7,1
11/1/62,3.92,30.38,5.7,0
11/2/62,3.91,30.38,5.7,0
11/5/62,3.91,30.38,5.7,0
11/6/62,3.91,30.38,5.7,0
11/7/62,3.91,30.38,5.7,0
11/8/62,3.9,30.38,5.7,0
11/9/62,3.89,30.38,5.7,0
11/12/62,3.89,30.38,5.7,0
11/13/62,3.9,30.38,5.7,0
11/14/62,3.91,30.38,5.7,0
11/15/62,3.91,30.38,5.7,0
11/16/62,3.93,30.38,5.7,0
11/19/62,3.93,30.38,5.7,0
11/20/62,3.93,30.38,5.7,0
11/21/62,3.92,30.38,5.7,0
11/22/62,3.92,30.38,5.7,0
11/23/62,3.92,30.38,5.7,0
11/26/62,3.93,30.38,5.7,0
11/27/62,3.92,30.38,5.7,0
11/28/62,3.92,30.38,5.7,0
11/29/62,3.92,30.38,5.7,0
11/30/62,3.92,30.38,5.5,0
12/3/62,3.93,30.38,5.5,0
12/4/62,3.94,30.38,5.5,0
12/5/62,3.93,30.38,5.5,0
12/6/62,3.92,30.38,5.5,0
12/7/62,3.91,30.38,5.5,0
12/10/62,3.9,30.38,5.5,0
12/11/62,3.89,30.38,5.5,0
12/12/62,3.88,30.38,5.5,0
12/13/62,3.88,30.38,5.5,0
12/14/62,3.87,30.38,5.5,0
12/17/62,3.85,30.38,5.5,0
12/18/62,3.83,30.38,5.5,0
12/19/62,3.84,30.38,5.5,0
12/20/62,3.83,30.38,5.5,0
12/21/62,3.81,30.38,5.5,0
12/24/62,3.79,30.38,5.5,0
12/25/62,3.79,30.38,5.5,0
12/26/62,3.79,30.38,5.5,0
12/27/62,3.81,30.38,5.5,0
12/28/62,3.84,30.38,5.5,0
12/31/62,3.85,30.44,5.7,0
1/1/63,3.85,30.44,5.7,0
1/2/63,3.82,30.44,5.7,0
1/3/63,3.81,30.44,5.7,0
1/4/63,3.84,30.44,5.7,0
1/7/63,3.83,30.44,5.7,0
1/8/63,3.81,30.44,5.7,0
1/9/63,3.82,30.44,5.7,0
1/10/63,3.81,30.44,5.7,0
1/11/63,3.8,30.44,5.7,0
1/14/63,3.81,30.44,5.7,0
1/15/63,3.8,30.44,5.7,0
1/16/63,3.8,30.44,5.7,0
1/17/63,3.82,30.44,5.7,0
1/18/63,3.84,30.44,5.7,0
1/21/63,3.85,30.44,5.7,0
1/22/63,3.86,30.44,5.7,0
1/23/63,3.86,30.44,5.7,0
1/24/63,3.86,30.44,5.7,0
1/25/63,3.85,30.44,5.7,0
1/28/63,3.86,30.44,5.7,0
1/29/63,3.86,30.44,5.7,0
1/30/63,3.86,30.44,5.7,0
1/31/63,3.87,30.48,5.9,0
2/1/63,3.88,30.48,5.9,0
2/4/63,3.89,30.48,5.9,0
2/5/63,3.9,30.48,5.9,0
2/6/63,3.91,30.48,5.9,0
2/7/63,3.91,30.48,5.9,0
2/8/63,3.91,30.48,5.9,0
2/11/63,3.92,30.48,5.9,0
2/12/63,3.92,30.48,5.9,0
2/13/63,3.92,30.48,5.9,0
2/14/63,3.91,30.48,5.9,0
2/15/63,3.91,30.48,5.9,0
2/18/63,3.91,30.48,5.9,0
2/19/63,3.93,30.48,5.9,0
2/20/63,3.94,30.48,5.9,0
2/21/63,3.95,30.48,5.9,0
2/22/63,3.95,30.48,5.9,0
2/25/63,3.95,30.48,5.9,0
2/26/63,3.95,30.48,5.9,0
2/27/63,3.95,30.48,5.9,0
2/28/63,3.94,30.51,5.7,0
3/1/63,3.93,30.51,5.7,0
3/4/63,3.92,30.51,5.7,0
3/5/63,3.92,30.51,5.7,0
3/6/63,3.91,30.51,5.7,0
3/7/63,3.92,30.51,5.7,0
3/8/63,3.92,30.51,5.7,0
3/11/63,3.92,30.51,5.7,0
3/12/63,3.92,30.51,5.7,0
3/13/63,3.92,30.51,5.7,0
3/14/63,3.92,30.51,5.7,0
3/15/63,3.92,30.51,5.7,0
3/18/63,3.92,30.51,5.7,0
3/19/63,3.92,30.51,5.7,0
3/20/63,3.92,30.51,5.7,0
3/21/63,3.92,30.51,5.7,0
3/22/63,3.93,30.51,5.7,0
3/25/63,3.94,30.51,5.7,0
3/26/63,3.96,30.51,5.7,0
3/27/63,3.96,30.51,5.7,0
3/28/63,3.96,30.51,5.7,0
3/29/63,3.95,30.48,5.7,0
4/1/63,3.95,30.48,5.7,0
4/2/63,3.96,30.48,5.7,0
4/3/63,3.96,30.48,5.7,0
4/4/63,3.95,30.48,5.7,0
4/5/63,3.95,30.48,5.7,0
4/8/63,3.97,30.48,5.7,0
4/9/63,3.98,30.48,5.7,0
4/10/63,4,30.48,5.7,0
4/11/63,4,30.48,5.7,0
4/12/63,4,30.48,5.7,0
4/15/63,4.01,30.48,5.7,1
4/16/63,4,30.48,5.7,1
4/17/63,4,30.48,5.7,0
4/18/63,3.99,30.48,5.7,0
4/19/63,3.97,30.48,5.7,0
4/22/63,3.97,30.48,5.7,0
4/23/63,3.97,30.48,5.7,0
4/24/63,3.96,30.48,5.7,0
4/25/63,3.95,30.48,5.7,0
4/26/63,3.95,30.48,5.7,0
4/29/63,3.95,30.48,5.7,0
4/30/63,3.95,30.51,5.9,0
5/1/63,3.94,30.51,5.9,0
5/2/63,3.94,30.51,5.9,0
5/3/63,3.93,30.51,5.9,0
5/6/63,3.92,30.51,5.9,0
5/7/63,3.91,30.51,5.9,0
5/8/63,3.92,30.51,5.9,0
5/9/63,3.93,30.51,5.9,0
5/10/63,3.93,30.51,5.9,0
5/13/63,3.92,30.51,5.9,0
5/14/63,3.91,30.51,5.9,0
5/15/63,3.91,30.51,5.9,0
5/16/63,3.9,30.51,5.9,0
5/17/63,3.92,30.51,5.9,0
5/20/63,3.93,30.51,5.9,0
5/21/63,3.92,30.51,5.9,0
5/22/63,3.92,30.51,5.9,0
5/23/63,3.93,30.51,5.9,0
5/24/63,3.95,30.51,5.9,0
5/27/63,3.95,30.51,5.9,0
5/28/63,3.96,30.51,5.9,0
5/29/63,3.96,30.51,5.9,0
5/30/63,3.96,30.51,5.9,0
5/31/63,3.96,30.61,5.6,0
6/3/63,3.98,30.61,5.6,0
6/4/63,3.98,30.61,5.6,0
6/5/63,3.98,30.61,5.6,0
6/6/63,3.99,30.61,5.6,0
6/7/63,3.99,30.61,5.6,0
6/10/63,3.99,30.61,5.6,0
6/11/63,3.98,30.61,5.6,0
6/12/63,3.99,30.61,5.6,0
6/13/63,3.99,30.61,5.6,0
6/14/63,3.99,30.61,5.6,0
6/17/63,4,30.61,5.6,0
6/18/63,4,30.61,5.6,0
6/19/63,4,30.61,5.6,0
6/20/63,4,30.61,5.6,0
6/21/63,4,30.61,5.6,0
6/24/63,4,30.61,5.6,0
6/25/63,4,30.61,5.6,0
6/26/63,4,30.61,5.6,0
6/27/63,4,30.61,5.6,0
6/28/63,4,30.69,5.6,0
7/1/63,4.01,30.69,5.6,0
7/2/63,4.03,30.69,5.6,0
7/3/63,4.03,30.69,5.6,0
7/4/63,4.03,30.69,5.6,0
7/5/63,4.04,30.69,5.6,0
7/8/63,4.05,30.69,5.6,0
7/9/63,4.04,30.69,5.6,0
7/10/63,4.03,30.69,5.6,0
7/11/63,4.04,30.69,5.6,0
7/12/63,4.03,30.69,5.6,0
7/15/63,4.02,30.69,5.6,0
7/16/63,4.02,30.69,5.6,0
7/17/63,4.03,30.69,5.6,0
7/18/63,4.02,30.69,5.6,0
7/19/63,4.02,30.69,5.6,0
7/22/63,4.02,30.69,5.6,0
7/23/63,4.02,30.69,5.6,0
7/24/63,4.01,30.69,5.6,0
7/25/63,4.01,30.69,5.6,0
7/26/63,3.99,30.69,5.6,0
7/29/63,3.99,30.69,5.6,0
7/30/63,4,30.69,5.6,0
7/31/63,4,30.75,5.4,0
8/1/63,3.99,30.75,5.4,0
8/2/63,3.99,30.75,5.4,0
8/5/63,3.99,30.75,5.4,0
8/6/63,4,30.75,5.4,0
8/7/63,4.01,30.75,5.4,0
8/8/63,4,30.75,5.4,0
8/9/63,4,30.75,5.4,0
8/12/63,4.01,30.75,5.4,0
8/13/63,4.02,30.75,5.4,0
8/14/63,4.02,30.75,5.4,0
8/15/63,4.01,30.75,5.4,0
8/16/63,4,30.75,5.4,0
8/19/63,3.99,30.75,5.4,0
8/20/63,3.99,30.75,5.4,0
8/21/63,4,30.75,5.4,0
8/22/63,4,30.75,5.4,0
8/23/63,4,30.75,5.4,0
8/26/63,4,30.75,5.4,0
8/27/63,4,30.75,5.4,0
8/28/63,4,30.75,5.4,0
8/29/63,4.01,30.75,5.4,0
8/30/63,4.02,30.72,5.5,0
9/2/63,4.02,30.72,5.5,0
9/3/63,4.03,30.72,5.5,0
9/4/63,4.04,30.72,5.5,0
9/5/63,4.08,30.72,5.5,0
9/6/63,4.09,30.72,5.5,0
9/9/63,4.09,30.72,5.5,0
9/10/63,4.09,30.72,5.5,0
9/11/63,4.09,30.72,5.5,0
9/12/63,4.09,30.72,5.5,0
9/13/63,4.09,30.72,5.5,0
9/16/63,4.09,30.72,5.5,0
9/17/63,4.09,30.72,5.5,0
9/18/63,4.08,30.72,5.5,0
9/19/63,4.08,30.72,5.5,0
9/20/63,4.07,30.72,5.5,0
9/23/63,4.07,30.72,5.5,0
9/24/63,4.08,30.72,5.5,0
9/25/63,4.08,30.72,5.5,0
9/26/63,4.08,30.72,5.5,0
9/27/63,4.07,30.72,5.5,0
9/30/63,4.07,30.75,5.5,0
10/1/63,4.07,30.75,5.5,0
10/2/63,4.07,30.75,5.5,0
10/3/63,4.07,30.75,5.5,0
10/4/63,4.08,30.75,5.5,0
10/7/63,4.08,30.75,5.5,0
10/8/63,4.09,30.75,5.5,0
10/9/63,4.1,30.75,5.5,0
10/10/63,4.1,30.75,5.5,0
10/11/63,4.1,30.75,5.5,0
10/14/63,4.1,30.75,5.5,0
10/15/63,4.11,30.75,5.5,0
10/16/63,4.11,30.75,5.5,0
10/17/63,4.12,30.75,5.5,0
10/18/63,4.12,30.75,5.5,0
10/21/63,4.12,30.75,5.5,0
10/22/63,4.11,30.75,5.5,0
10/23/63,4.12,30.75,5.5,0
10/24/63,4.11,30.75,5.5,0
10/25/63,4.12,30.75,5.5,0
10/28/63,4.12,30.75,5.5,0
10/29/63,4.13,30.75,5.5,0
10/30/63,4.14,30.75,5.5,0
10/31/63,4.15,30.78,5.7,0
11/1/63,4.15,30.78,5.7,0
11/4/63,4.15,30.78,5.7,0
11/5/63,4.15,30.78,5.7,0
11/6/63,4.17,30.78,5.7,0
11/7/63,4.17,30.78,5.7,0
11/8/63,4.16,30.78,5.7,0
11/11/63,4.16,30.78,5.7,0
11/12/63,4.16,30.78,5.7,0
11/13/63,4.15,30.78,5.7,0
11/14/63,4.12,30.78,5.7,0
11/15/63,4.11,30.78,5.7,0
11/18/63,4.11,30.78,5.7,0
11/19/63,4.1,30.78,5.7,0
11/20/63,4.09,30.78,5.7,0
11/21/63,4.1,30.78,5.7,0
11/22/63,4.09,30.78,5.7,0
11/25/63,4.09,30.78,5.7,0
11/26/63,4.08,30.78,5.7,0
11/27/63,4.08,30.78,5.7,0
11/28/63,4.08,30.78,5.7,0
11/29/63,4.08,30.88,5.5,0
12/2/63,4.09,30.88,5.5,0
12/3/63,4.1,30.88,5.5,0
12/4/63,4.1,30.88,5.5,0
12/5/63,4.11,30.88,5.5,0
12/6/63,4.11,30.88,5.5,0
12/9/63,4.1,30.88,5.5,0
12/10/63,4.1,30.88,5.5,0
12/11/63,4.12,30.88,5.5,0
12/12/63,4.12,30.88,5.5,0
12/13/63,4.13,30.88,5.5,0
12/16/63,4.15,30.88,5.5,0
12/17/63,4.15,30.88,5.5,0
12/18/63,4.15,30.88,5.5,0
12/19/63,4.14,30.88,5.5,0
12/20/63,4.15,30.88,5.5,0
12/23/63,4.15,30.88,5.5,0
12/24/63,4.15,30.88,5.5,0
12/25/63,4.15,30.88,5.5,0
12/26/63,4.15,30.88,5.5,0
12/27/63,4.15,30.88,5.5,0
12/30/63,4.14,30.88,5.5,0
12/31/63,4.14,30.94,5.6,0
1/1/64,4.14,30.94,5.6,0
1/2/64,4.14,30.94,5.6,0
1/3/64,4.15,30.94,5.6,0
1/6/64,4.16,30.94,5.6,0
1/7/64,4.15,30.94,5.6,0
1/8/64,4.18,30.94,5.6,0
1/9/64,4.18,30.94,5.6,0
1/10/64,4.18,30.94,5.6,0
1/13/64,4.18,30.94,5.6,0
1/14/64,4.18,30.94,5.6,0
1/15/64,4.18,30.94,5.6,0
1/16/64,4.17,30.94,5.6,0
1/17/64,4.17,30.94,5.6,0
1/20/64,4.16,30.94,5.6,0
1/21/64,4.16,30.94,5.6,0
1/22/64,4.16,30.94,5.6,0
1/23/64,4.16,30.94,5.6,0
1/24/64,4.18,30.94,5.6,0
1/27/64,4.18,30.94,5.6,0
1/28/64,4.17,30.94,5.6,0
1/29/64,4.17,30.94,5.6,0
1/30/64,4.16,30.94,5.6,0
1/31/64,4.15,30.91,5.4,0
2/3/64,4.15,30.91,5.4,0
2/4/64,4.15,30.91,5.4,0
2/5/64,4.15,30.91,5.4,0
2/6/64,4.14,30.91,5.4,0
2/7/64,4.14,30.91,5.4,0
2/10/64,4.14,30.91,5.4,0
2/11/64,4.14,30.91,5.4,0
2/12/64,4.14,30.91,5.4,0
2/13/64,4.13,30.91,5.4,0
2/14/64,4.13,30.91,5.4,0
2/17/64,4.13,30.91,5.4,0
2/18/64,4.14,30.91,5.4,0
2/19/64,4.14,30.91,5.4,0
2/20/64,4.14,30.91,5.4,0
2/21/64,4.14,30.91,5.4,0
2/24/64,4.15,30.91,5.4,0
2/25/64,4.15,30.91,5.4,0
2/26/64,4.15,30.91,5.4,0
2/27/64,4.17,30.91,5.4,1
2/28/64,4.18,30.94,5.4,0
3/2/64,4.17,30.94,5.4,1
3/3/64,4.18,30.94,5.4,1
3/4/64,4.19,30.94,5.4,1
3/5/64,4.19,30.94,5.4,1
3/6/64,4.19,30.94,5.4,0
3/9/64,4.2,30.94,5.4,1
3/10/64,4.2,30.94,5.4,1
3/11/64,4.21,30.94,5.4,1
3/12/64,4.21,30.94,5.4,1
3/13/64,4.22,30.94,5.4,1
3/16/64,4.21,30.94,5.4,0
3/17/64,4.22,30.94,5.4,1
3/18/64,4.23,30.94,5.4,1
3/19/64,4.24,30.94,5.4,1
3/20/64,4.25,30.94,5.4,1
3/23/64,4.25,30.94,5.4,1
3/24/64,4.26,30.94,5.4,1
3/25/64,4.26,30.94,5.4,1
3/26/64,4.25,30.94,5.4,1
3/27/64,4.25,30.94,5.4,0
3/30/64,4.25,30.94,5.4,1
3/31/64,4.23,30.95,5.3,1
4/1/64,4.23,30.95,5.3,1
4/2/64,4.24,30.95,5.3,1
4/3/64,4.25,30.95,5.3,1
4/6/64,4.25,30.95,5.3,1
4/7/64,4.25,30.95,5.3,1
4/8/64,4.22,30.95,5.3,1
4/9/64,4.22,30.95,5.3,1
4/10/64,4.22,30.95,5.3,1
4/13/64,4.23,30.95,5.3,1
4/14/64,4.24,30.95,5.3,1
4/15/64,4.23,30.95,5.3,1
4/16/64,4.23,30.95,5.3,1
4/17/64,4.24,30.95,5.3,1
4/20/64,4.24,30.95,5.3,1
4/21/64,4.23,30.95,5.3,1
4/22/64,4.23,30.95,5.3,1
4/23/64,4.23,30.95,5.3,1
4/24/64,4.23,30.95,5.3,1
4/27/64,4.23,30.95,5.3,1
4/28/64,4.23,30.95,5.3,1
4/29/64,4.22,30.95,5.3,0
4/30/64,4.22,30.98,5.1,0
5/1/64,4.22,30.98,5.1,0
5/4/64,4.22,30.98,5.1,0
5/5/64,4.22,30.98,5.1,0
5/6/64,4.22,30.98,5.1,0
5/7/64,4.22,30.98,5.1,0
5/8/64,4.2,30.98,5.1,0
5/11/64,4.19,30.98,5.1,0
5/12/64,4.19,30.98,5.1,0
5/13/64,4.19,30.98,5.1,0
5/14/64,4.19,30.98,5.1,0
5/15/64,4.19,30.98,5.1,0
5/18/64,4.19,30.98,5.1,0
5/19/64,4.19,30.98,5.1,0
5/20/64,4.2,30.98,5.1,1
5/21/64,4.2,30.98,5.1,1
5/22/64,4.2,30.98,5.1,1
5/25/64,4.19,30.98,5.1,1
5/26/64,4.19,30.98,5.1,1
5/27/64,4.2,30.98,5.1,1
5/28/64,4.19,30.98,5.1,1
5/29/64,4.19,31.01,5.2,0
6/1/64,4.19,31.01,5.2,0
6/2/64,4.19,31.01,5.2,0
6/3/64,4.19,31.01,5.2,0
6/4/64,4.19,31.01,5.2,0
6/5/64,4.18,31.01,5.2,0
6/8/64,4.18,31.01,5.2,0
6/9/64,4.17,31.01,5.2,0
6/10/64,4.17,31.01,5.2,0
6/11/64,4.18,31.01,5.2,0
6/12/64,4.18,31.01,5.2,0
6/15/64,4.18,31.01,5.2,0
6/16/64,4.18,31.01,5.2,0
6/17/64,4.18,31.01,5.2,0
6/18/64,4.17,31.01,5.2,0
6/19/64,4.16,31.01,5.2,0
6/22/64,4.15,31.01,5.2,0
6/23/64,4.15,31.01,5.2,0
6/24/64,4.15,31.01,5.2,0
6/25/64,4.15,31.01,5.2,0
6/26/64,4.15,31.01,5.2,0
6/29/64,4.15,31.01,5.2,0
6/30/64,4.15,31.02,4.9,0
7/1/64,4.15,31.02,4.9,0
7/2/64,4.15,31.02,4.9,0
7/3/64,4.15,31.02,4.9,0
7/6/64,4.16,31.02,4.9,1
7/7/64,4.15,31.02,4.9,1
7/8/64,4.15,31.02,4.9,0
7/9/64,4.18,31.02,4.9,1
7/10/64,4.19,31.02,4.9,1
7/13/64,4.19,31.02,4.9,1
7/14/64,4.19,31.02,4.9,1
7/15/64,4.19,31.02,4.9,1
7/16/64,4.19,31.02,4.9,1
7/17/64,4.2,31.02,4.9,1
7/20/64,4.21,31.02,4.9,1
7/21/64,4.2,31.02,4.9,1
7/22/64,4.21,31.02,4.9,1
7/23/64,4.2,31.02,4.9,0
7/24/64,4.2,31.02,4.9,1
7/27/64,4.2,31.02,4.9,0
7/28/64,4.2,31.02,4.9,0
7/29/64,4.2,31.02,4.9,1
7/30/64,4.19,31.02,4.9,1
7/31/64,4.19,31.05,5,1
8/3/64,4.19,31.05,5,1
8/4/64,4.19,31.05,5,1
8/5/64,4.19,31.05,5,1
8/6/64,4.18,31.05,5,1
8/7/64,4.19,31.05,5,1
8/10/64,4.19,31.05,5,1
8/11/64,4.2,31.05,5,1
8/12/64,4.2,31.05,5,1
8/13/64,4.19,31.05,5,1
8/14/64,4.19,31.05,5,0
8/17/64,4.19,31.05,5,1
8/18/64,4.19,31.05,5,1
8/19/64,4.19,31.05,5,0
8/20/64,4.19,31.05,5,0
8/21/64,4.19,31.05,5,0
8/24/64,4.19,31.05,5,0
8/25/64,4.2,31.05,5,1
8/26/64,4.2,31.05,5,0
8/27/64,4.2,31.05,5,0
8/28/64,4.21,31.05,5,0
8/31/64,4.21,31.08,5.1,1
9/1/64,4.21,31.08,5.1,1
9/2/64,4.22,31.08,5.1,1
9/3/64,4.22,31.08,5.1,1
9/4/64,4.22,31.08,5.1,1
9/7/64,4.22,31.08,5.1,0
9/8/64,4.22,31.08,5.1,1
9/9/64,4.22,31.08,5.1,1
9/10/64,4.22,31.08,5.1,1
9/11/64,4.22,31.08,5.1,1
