DATE,UST_10Y,CCPI,UNEMP,3M_SUG
4/12/91,7.98,135.1,6.7,1
4/15/91,7.95,135.1,6.7,1
4/16/91,7.97,135.1,6.7,1
4/17/91,7.95,135.1,6.7,1
4/18/91,8.02,135.1,6.7,1
4/19/91,8.1,135.1,6.7,1
4/22/91,8.15,135.1,6.7,1
4/23/91,8.12,135.1,6.7,1
4/24/91,8.06,135.1,6.7,1
4/25/91,8.07,135.1,6.7,1
4/26/91,8.06,135.1,6.7,1
4/29/91,8.07,135.1,6.7,0
4/30/91,8.02,135.6,6.9,1
5/1/91,8.01,135.6,6.9,1
5/2/91,7.97,135.6,6.9,1
5/3/91,8.04,135.6,6.9,1
5/6/91,8.05,135.6,6.9,1
5/7/91,8.06,135.6,6.9,1
5/8/91,8.04,135.6,6.9,1
5/9/91,8.02,135.6,6.9,1
5/10/91,8.12,135.6,6.9,1
5/13/91,8.07,135.6,6.9,1
5/14/91,8.14,135.6,6.9,1
5/15/91,8.13,135.6,6.9,1
5/16/91,8.12,135.6,6.9,1
5/17/91,8.08,135.6,6.9,1
5/20/91,8.1,135.6,6.9,1
5/21/91,8.06,135.6,6.9,1
5/22/91,8.06,135.6,6.9,1
5/23/91,8.1,135.6,6.9,1
5/24/91,8.1,135.6,6.9,1
5/27/91,8.1,135.6,6.9,0
5/28/91,8.07,135.6,6.9,1
5/29/91,8.07,135.6,6.9,1
5/30/91,8.02,135.6,6.9,1
5/31/91,8.06,136,6.9,1
6/3/91,8.14,136,6.9,1
6/4/91,8.14,136,6.9,1
6/5/91,8.19,136,6.9,1
6/6/91,8.23,136,6.9,1
6/7/91,8.29,136,6.9,1
6/10/91,8.29,136,6.9,0
6/11/91,8.29,136,6.9,1
6/12/91,8.36,136,6.9,1
6/13/91,8.34,136,6.9,1
6/14/91,8.29,136,6.9,1
6/17/91,8.3,136,6.9,1
6/18/91,8.32,136,6.9,1
6/19/91,8.33,136,6.9,1
6/20/91,8.3,136,6.9,1
6/21/91,8.32,136,6.9,1
6/24/91,8.33,136,6.9,1
6/25/91,8.33,136,6.9,1
6/26/91,8.33,136,6.9,1
6/27/91,8.32,136,6.9,1
6/28/91,8.24,136.2,6.8,1
7/1/91,8.26,136.2,6.8,1
7/2/91,8.27,136.2,6.8,1
7/3/91,8.26,136.2,6.8,1
7/4/91,8.26,136.2,6.8,0
7/5/91,8.34,136.2,6.8,1
7/8/91,8.34,136.2,6.8,0
7/9/91,8.36,136.2,6.8,1
7/10/91,8.35,136.2,6.8,1
7/11/91,8.3,136.2,6.8,1
7/12/91,8.26,136.2,6.8,1
7/15/91,8.26,136.2,6.8,1
7/16/91,8.27,136.2,6.8,1
7/17/91,8.3,136.2,6.8,1
7/18/91,8.31,136.2,6.8,1
7/19/91,8.28,136.2,6.8,1
7/22/91,8.28,136.2,6.8,1
7/23/91,8.31,136.2,6.8,1
7/24/91,8.24,136.2,6.8,1
7/25/91,8.2,136.2,6.8,0
7/26/91,8.2,136.2,6.8,1
7/29/91,8.2,136.2,6.8,1
7/30/91,8.21,136.2,6.8,1
7/31/91,8.2,136.6,6.9,1
8/1/91,8.2,136.6,6.9,1
8/2/91,8.06,136.6,6.9,1
8/5/91,8.04,136.6,6.9,1
8/6/91,7.97,136.6,6.9,1
8/7/91,7.93,136.6,6.9,1
8/8/91,7.98,136.6,6.9,1
8/9/91,7.98,136.6,6.9,1
8/12/91,7.95,136.6,6.9,1
8/13/91,7.91,136.6,6.9,1
8/14/91,7.82,136.6,6.9,1
8/15/91,7.84,136.6,6.9,1
8/16/91,7.84,136.6,6.9,1
8/19/91,7.83,136.6,6.9,1
8/20/91,7.81,136.6,6.9,1
8/21/91,7.8,136.6,6.9,0
8/22/91,7.78,136.6,6.9,1
8/23/91,7.88,136.6,6.9,1
8/26/91,7.91,136.6,6.9,1
8/27/91,7.89,136.6,6.9,1
8/28/91,7.82,136.6,6.9,0
8/29/91,7.74,136.6,6.9,1
8/30/91,7.82,137,6.9,1
9/2/91,7.82,137,6.9,0
9/3/91,7.81,137,6.9,1
9/4/91,7.81,137,6.9,1
9/5/91,7.83,137,6.9,1
9/6/91,7.76,137,6.9,1
9/9/91,7.73,137,6.9,1
9/10/91,7.73,137,6.9,1
9/11/91,7.74,137,6.9,1
9/12/91,7.67,137,6.9,1
9/13/91,7.66,137,6.9,1
9/16/91,7.63,137,6.9,0
9/17/91,7.62,137,6.9,1
9/18/91,7.62,137,6.9,1
9/19/91,7.61,137,6.9,1
9/20/91,7.57,137,6.9,1
9/23/91,7.55,137,6.9,1
9/24/91,7.56,137,6.9,1
9/25/91,7.58,137,6.9,1
9/26/91,7.56,137,6.9,1
9/27/91,7.49,137,6.9,1
9/30/91,7.47,137.2,7,1
10/1/91,7.45,137.2,7,1
10/2/91,7.47,137.2,7,1
10/3/91,7.47,137.2,7,1
10/4/91,7.39,137.2,7,1
10/7/91,7.4,137.2,7,1
10/8/91,7.43,137.2,7,1
10/9/91,7.51,137.2,7,1
10/10/91,7.58,137.2,7,1
10/11/91,7.49,137.2,7,1
10/14/91,7.49,137.2,7,0
10/15/91,7.46,137.2,7,0
10/16/91,7.45,137.2,7,1
10/17/91,7.55,137.2,7,1
10/18/91,7.53,137.2,7,1
10/21/91,7.62,137.2,7,1
10/22/91,7.67,137.2,7,1
10/23/91,7.69,137.2,7,1
10/24/91,7.65,137.2,7,1
10/25/91,7.68,137.2,7,1
10/28/91,7.65,137.2,7,1
10/29/91,7.51,137.2,7,1
10/30/91,7.48,137.2,7,1
10/31/91,7.47,137.8,7,0
11/1/91,7.48,137.8,7,0
11/4/91,7.5,137.8,7,1
11/5/91,7.56,137.8,7,1
11/6/91,7.51,137.8,7,0
11/7/91,7.43,137.8,7,0
11/8/91,7.41,137.8,7,0
11/11/91,7.41,137.8,7,0
11/12/91,7.37,137.8,7,0
11/13/91,7.41,137.8,7,0
11/14/91,7.35,137.8,7,0
11/15/91,7.33,137.8,7,0
11/18/91,7.33,137.8,7,0
11/19/91,7.37,137.8,7,0
11/20/91,7.38,137.8,7,0
11/21/91,7.39,137.8,7,0
11/22/91,7.44,137.8,7,0
11/25/91,7.45,137.8,7,0
11/26/91,7.42,137.8,7,0
11/27/91,7.42,137.8,7,0
11/28/91,7.42,137.8,7,0
11/29/91,7.38,138.2,7.3,0
12/2/91,7.32,138.2,7.3,0
12/3/91,7.28,138.2,7.3,0
12/4/91,7.17,138.2,7.3,0
12/5/91,7.21,138.2,7.3,0
12/6/91,7.26,138.2,7.3,0
12/9/91,7.22,138.2,7.3,0
12/10/91,7.21,138.2,7.3,0
12/11/91,7.22,138.2,7.3,0
12/12/91,7.19,138.2,7.3,0
12/13/91,7.22,138.2,7.3,0
12/16/91,7.21,138.2,7.3,0
12/17/91,7.18,138.2,7.3,0
12/18/91,7.19,138.2,7.3,0
12/19/91,7.11,138.2,7.3,0
12/20/91,6.97,138.2,7.3,0
12/23/91,6.88,138.2,7.3,0
12/24/91,6.88,138.2,7.3,0
12/25/91,6.88,138.2,7.3,0
12/26/91,6.85,138.2,7.3,0
12/27/91,6.82,138.2,7.3,0
12/30/91,6.76,138.2,7.3,0
12/31/91,6.71,138.3,7.3,0
1/1/92,6.71,138.3,7.3,0
1/2/92,6.78,138.3,7.3,0
1/3/92,6.85,138.3,7.3,0
1/6/92,6.82,138.3,7.3,0
1/7/92,6.76,138.3,7.3,0
1/8/92,6.77,138.3,7.3,0
1/9/92,6.79,138.3,7.3,0
1/10/92,6.85,138.3,7.3,0
1/13/92,6.92,138.3,7.3,0
1/14/92,7.03,138.3,7.3,0
1/15/92,7.05,138.3,7.3,0
1/16/92,7.13,138.3,7.3,0
1/17/92,7.09,138.3,7.3,0
1/20/92,7.09,138.3,7.3,0
1/21/92,7.03,138.3,7.3,0
1/22/92,7.09,138.3,7.3,0
1/23/92,7.2,138.3,7.3,0
1/24/92,7.25,138.3,7.3,0
1/27/92,7.24,138.3,7.3,0
1/28/92,7.16,138.3,7.3,0
1/29/92,7.25,138.3,7.3,0
1/30/92,7.31,138.3,7.3,0
1/31/92,7.31,138.6,7.4,0
2/3/92,7.36,138.6,7.4,1
2/4/92,7.29,138.6,7.4,0
2/5/92,7.21,138.6,7.4,0
2/6/92,7.2,138.6,7.4,0
2/7/92,7.2,138.6,7.4,0
2/10/92,7.21,138.6,7.4,0
2/11/92,7.23,138.6,7.4,0
2/12/92,7.3,138.6,7.4,1
2/13/92,7.4,138.6,7.4,1
2/14/92,7.41,138.6,7.4,1
2/17/92,7.41,138.6,7.4,0
2/18/92,7.47,138.6,7.4,1
2/19/92,7.42,138.6,7.4,1
2/20/92,7.41,138.6,7.4,1
2/21/92,7.45,138.6,7.4,1
2/24/92,7.47,138.6,7.4,1
2/25/92,7.44,138.6,7.4,1
2/26/92,7.33,138.6,7.4,1
2/27/92,7.35,138.6,7.4,1
2/28/92,7.27,139.1,7.4,0
3/2/92,7.38,139.1,7.4,1
3/3/92,7.43,139.1,7.4,1
3/4/92,7.43,139.1,7.4,1
3/5/92,7.51,139.1,7.4,1
3/6/92,7.48,139.1,7.4,1
3/9/92,7.42,139.1,7.4,1
3/10/92,7.43,139.1,7.4,1
3/11/92,7.51,139.1,7.4,1
3/12/92,7.62,139.1,7.4,1
3/13/92,7.71,139.1,7.4,1
3/16/92,7.69,139.1,7.4,1
3/17/92,7.62,139.1,7.4,1
3/18/92,7.62,139.1,7.4,1
3/19/92,7.57,139.1,7.4,1
3/20/92,7.64,139.1,7.4,1
3/23/92,7.62,139.1,7.4,1
3/24/92,7.53,139.1,7.4,1
3/25/92,7.53,139.1,7.4,1
3/26/92,7.57,139.1,7.4,1
3/27/92,7.54,139.1,7.4,1
3/30/92,7.54,139.1,7.4,1
3/31/92,7.54,139.4,7.4,1
4/1/92,7.46,139.4,7.4,1
4/2/92,7.47,139.4,7.4,1
4/3/92,7.42,139.4,7.4,1
4/6/92,7.41,139.4,7.4,1
4/7/92,7.41,139.4,7.4,1
4/8/92,7.44,139.4,7.4,1
4/9/92,7.35,139.4,7.4,1
4/10/92,7.37,139.4,7.4,1
4/13/92,7.33,139.4,7.4,1
4/14/92,7.35,139.4,7.4,1
4/15/92,7.37,139.4,7.4,1
4/16/92,7.45,139.4,7.4,1
4/17/92,7.45,139.4,7.4,0
4/20/92,7.59,139.4,7.4,1
4/21/92,7.58,139.4,7.4,1
4/22/92,7.57,139.4,7.4,1
4/23/92,7.59,139.4,7.4,1
4/24/92,7.55,139.4,7.4,1
4/27/92,7.6,139.4,7.4,1
4/28/92,7.57,139.4,7.4,1
4/29/92,7.6,139.4,7.4,1
4/30/92,7.61,139.7,7.6,1
5/1/92,7.56,139.7,7.6,1
5/4/92,7.58,139.7,7.6,0
5/5/92,7.56,139.7,7.6,1
5/6/92,7.46,139.7,7.6,1
5/7/92,7.49,139.7,7.6,1
5/8/92,7.41,139.7,7.6,1
5/11/92,7.4,139.7,7.6,1
5/12/92,7.36,139.7,7.6,1
5/13/92,7.34,139.7,7.6,1
5/14/92,7.34,139.7,7.6,1
5/15/92,7.28,139.7,7.6,1
5/18/92,7.28,139.7,7.6,1
5/19/92,7.2,139.7,7.6,1
5/20/92,7.25,139.7,7.6,1
5/21/92,7.39,139.7,7.6,1
5/22/92,7.35,139.7,7.6,1
5/25/92,7.35,139.7,7.6,0
5/26/92,7.46,139.7,7.6,1
5/27/92,7.44,139.7,7.6,1
5/28/92,7.36,139.7,7.6,1
5/29/92,7.33,140.1,7.8,1
6/1/92,7.39,140.1,7.8,1
6/2/92,7.35,140.1,7.8,1
6/3/92,7.34,140.1,7.8,1
6/4/92,7.34,140.1,7.8,1
6/5/92,7.31,140.1,7.8,1
6/8/92,7.31,140.1,7.8,0
6/9/92,7.33,140.1,7.8,1
6/10/92,7.35,140.1,7.8,1
6/11/92,7.33,140.1,7.8,1
6/12/92,7.29,140.1,7.8,1
6/15/92,7.28,140.1,7.8,1
6/16/92,7.24,140.1,7.8,1
6/17/92,7.23,140.1,7.8,1
6/18/92,7.19,140.1,7.8,1
6/19/92,7.24,140.1,7.8,1
6/22/92,7.24,140.1,7.8,1
6/23/92,7.25,140.1,7.8,1
6/24/92,7.2,140.1,7.8,1
6/25/92,7.14,140.1,7.8,1
6/26/92,7.15,140.1,7.8,1
6/29/92,7.12,140.1,7.8,1
6/30/92,7.14,140.5,7.7,1
7/1/92,7.1,140.5,7.7,1
7/2/92,6.93,140.5,7.7,1
7/3/92,6.93,140.5,7.7,0
7/6/92,6.9,140.5,7.7,0
7/7/92,6.87,140.5,7.7,0
7/8/92,6.91,140.5,7.7,0
7/9/92,6.91,140.5,7.7,1
7/10/92,6.93,140.5,7.7,1
7/13/92,6.97,140.5,7.7,1
7/14/92,6.97,140.5,7.7,1
7/15/92,6.9,140.5,7.7,1
7/16/92,6.87,140.5,7.7,1
7/17/92,6.9,140.5,7.7,1
7/20/92,6.9,140.5,7.7,1
7/21/92,6.89,140.5,7.7,1
7/22/92,6.85,140.5,7.7,1
7/23/92,6.72,140.5,7.7,0
7/24/92,6.73,140.5,7.7,0
7/27/92,6.69,140.5,7.7,0
7/28/92,6.63,140.5,7.7,0
7/29/92,6.6,140.5,7.7,0
7/30/92,6.69,140.5,7.7,0
7/31/92,6.72,140.8,7.6,0
8/3/92,6.72,140.8,7.6,0
8/4/92,6.66,140.8,7.6,0
8/5/92,6.64,140.8,7.6,0
8/6/92,6.65,140.8,7.6,0
8/7/92,6.57,140.8,7.6,0
8/10/92,6.52,140.8,7.6,0
8/11/92,6.5,140.8,7.6,0
8/12/92,6.48,140.8,7.6,0
8/13/92,6.55,140.8,7.6,0
8/14/92,6.53,140.8,7.6,0
8/17/92,6.56,140.8,7.6,0
8/18/92,6.48,140.8,7.6,0
8/19/92,6.47,140.8,7.6,0
8/20/92,6.46,140.8,7.6,0
8/21/92,6.53,140.8,7.6,0
8/24/92,6.68,140.8,7.6,0
8/25/92,6.73,140.8,7.6,1
8/26/92,6.68,140.8,7.6,0
8/27/92,6.64,140.8,7.6,0
8/28/92,6.63,140.8,7.6,0
8/31/92,6.62,141.1,7.6,1
9/1/92,6.56,141.1,7.6,0
9/2/92,6.54,141.1,7.6,0
9/3/92,6.54,141.1,7.6,0
9/4/92,6.4,141.1,7.6,0
9/7/92,6.4,141.1,7.6,0
9/8/92,6.29,141.1,7.6,0
9/9/92,6.31,141.1,7.6,0
9/10/92,6.31,141.1,7.6,0
9/11/92,6.37,141.1,7.6,0
9/14/92,6.32,141.1,7.6,0
9/15/92,6.4,141.1,7.6,0
9/16/92,6.41,141.1,7.6,0
9/17/92,6.4,141.1,7.6,0
9/18/92,6.41,141.1,7.6,0
9/21/92,6.42,141.1,7.6,0
9/22/92,6.5,141.1,7.6,0
9/23/92,6.54,141.1,7.6,1
9/24/92,6.48,141.1,7.6,1
9/25/92,6.41,141.1,7.6,1
9/28/92,6.37,141.1,7.6,0
9/29/92,6.37,141.1,7.6,0
9/30/92,6.37,141.7,7.3,0
10/1/92,6.23,141.7,7.3,0
10/2/92,6.26,141.7,7.3,0
10/5/92,6.24,141.7,7.3,0
10/6/92,6.3,141.7,7.3,0
10/7/92,6.46,141.7,7.3,1
10/8/92,6.41,141.7,7.3,1
10/9/92,6.52,141.7,7.3,1
10/12/92,6.52,141.7,7.3,0
10/13/92,6.51,141.7,7.3,1
10/14/92,6.51,141.7,7.3,1
10/15/92,6.53,141.7,7.3,1
10/16/92,6.6,141.7,7.3,1
10/19/92,6.69,141.7,7.3,1
10/20/92,6.86,141.7,7.3,1
10/21/92,6.8,141.7,7.3,1
10/22/92,6.74,141.7,7.3,1
10/23/92,6.83,141.7,7.3,1
10/26/92,6.83,141.7,7.3,1
10/27/92,6.78,141.7,7.3,1
10/28/92,6.76,141.7,7.3,1
10/29/92,6.71,141.7,7.3,1
10/30/92,6.8,142.1,7.4,1
11/2/92,6.88,142.1,7.4,1
11/3/92,6.87,142.1,7.4,1
11/4/92,6.89,142.1,7.4,1
11/5/92,6.87,142.1,7.4,1
11/6/92,6.97,142.1,7.4,1
11/9/92,7,142.1,7.4,1
11/10/92,6.91,142.1,7.4,1
11/11/92,6.91,142.1,7.4,0
11/12/92,6.79,142.1,7.4,1
11/13/92,6.82,142.1,7.4,1
11/16/92,6.9,142.1,7.4,1
11/17/92,6.86,142.1,7.4,1
11/18/92,6.78,142.1,7.4,1
11/19/92,6.81,142.1,7.4,1
11/20/92,6.84,142.1,7.4,1
11/23/92,6.86,142.1,7.4,1
11/24/92,6.82,142.1,7.4,1
11/25/92,6.84,142.1,7.4,1
11/26/92,6.84,142.1,7.4,0
11/27/92,6.93,142.1,7.4,1
11/30/92,6.95,142.3,7.4,1
12/1/92,6.94,142.3,7.4,1
12/2/92,6.93,142.3,7.4,1
12/3/92,6.91,142.3,7.4,1
12/4/92,6.84,142.3,7.4,0
12/7/92,6.78,142.3,7.4,1
12/8/92,6.73,142.3,7.4,1
12/9/92,6.76,142.3,7.4,1
12/10/92,6.77,142.3,7.4,1
12/11/92,6.8,142.3,7.4,1
12/14/92,6.83,142.3,7.4,1
12/15/92,6.83,142.3,7.4,1
12/16/92,6.77,142.3,7.4,1
12/17/92,6.77,142.3,7.4,1
12/18/92,6.76,142.3,7.4,1
12/21/92,6.71,142.3,7.4,1
12/22/92,6.65,142.3,7.4,1
12/23/92,6.68,142.3,7.4,1
12/24/92,6.69,142.3,7.4,1
12/25/92,6.69,142.3,7.4,0
12/28/92,6.72,142.3,7.4,1
12/29/92,6.69,142.3,7.4,1
12/30/92,6.68,142.3,7.4,1
12/31/92,6.7,142.8,7.3,1
1/1/93,6.7,142.8,7.3,0
1/4/93,6.6,142.8,7.3,1
1/5/93,6.61,142.8,7.3,1
1/6/93,6.63,142.8,7.3,1
1/7/93,6.76,142.8,7.3,1
1/8/93,6.75,142.8,7.3,1
1/11/93,6.71,142.8,7.3,1
1/12/93,6.72,142.8,7.3,1
1/13/93,6.71,142.8,7.3,1
1/14/93,6.65,142.8,7.3,1
1/15/93,6.6,142.8,7.3,1
1/18/93,6.6,142.8,7.3,0
1/19/93,6.59,142.8,7.3,1
1/20/93,6.61,142.8,7.3,1
1/21/93,6.6,142.8,7.3,1
1/22/93,6.57,142.8,7.3,1
1/25/93,6.48,142.8,7.3,0
1/26/93,6.5,142.8,7.3,1
1/27/93,6.48,142.8,7.3,1
1/28/93,6.44,142.8,7.3,1
1/29/93,6.39,143.1,7.1,1
2/1/93,6.38,143.1,7.1,1
2/2/93,6.46,143.1,7.1,1
2/3/93,6.45,143.1,7.1,1
2/4/93,6.39,143.1,7.1,1
2/5/93,6.32,143.1,7.1,1
2/8/93,6.37,143.1,7.1,1
2/9/93,6.41,143.1,7.1,1
2/10/93,6.4,143.1,7.1,1
2/11/93,6.37,143.1,7.1,1
2/12/93,6.35,143.1,7.1,1
2/15/93,6.35,143.1,7.1,0
2/16/93,6.34,143.1,7.1,1
2/17/93,6.28,143.1,7.1,1
2/18/93,6.17,143.1,7.1,1
2/19/93,6.15,143.1,7.1,1
2/22/93,6.09,143.1,7.1,1
2/23/93,5.92,143.1,7.1,1
2/24/93,6.01,143.1,7.1,1
2/25/93,6.03,143.1,7.1,1
2/26/93,6.03,143.3,7,1
3/1/93,5.94,143.3,7,0
3/2/93,5.95,143.3,7,1
3/3/93,5.88,143.3,7,1
3/4/93,5.83,143.3,7,1
3/5/93,5.9,143.3,7,1
3/8/93,5.85,143.3,7,1
3/9/93,5.91,143.3,7,1
3/10/93,5.97,143.3,7,1
3/11/93,5.96,143.3,7,1
3/12/93,6.11,143.3,7,1
3/15/93,6.17,143.3,7,1
3/16/93,6.06,143.3,7,1
3/17/93,6.02,143.3,7,1
3/18/93,5.93,143.3,7,1
3/19/93,5.95,143.3,7,0
3/22/93,5.96,143.3,7,1
3/23/93,5.91,143.3,7,0
3/24/93,5.95,143.3,7,1
3/25/93,5.98,143.3,7,1
3/26/93,6.09,143.3,7,1
3/29/93,6.06,143.3,7,1
3/30/93,6.02,143.3,7,1
3/31/93,6.03,143.8,7.1,1
4/1/93,6.06,143.8,7.1,1
4/2/93,6.16,143.8,7.1,1
4/5/93,6.13,143.8,7.1,1
4/6/93,6.08,143.8,7.1,1
4/7/93,6.07,143.8,7.1,1
4/8/93,5.97,143.8,7.1,1
4/9/93,5.97,143.8,7.1,0
4/12/93,5.92,143.8,7.1,1
4/13/93,5.93,143.8,7.1,1
4/14/93,5.9,143.8,7.1,1
4/15/93,5.88,143.8,7.1,1
4/16/93,5.89,143.8,7.1,1
4/19/93,5.87,143.8,7.1,1
4/20/93,5.87,143.8,7.1,1
4/21/93,5.86,143.8,7.1,1
4/22/93,5.85,143.8,7.1,1
4/23/93,5.89,143.8,7.1,1
4/26/93,5.94,143.8,7.1,1
4/27/93,6.02,143.8,7.1,1
4/28/93,6.03,143.8,7.1,1
4/29/93,5.99,143.8,7.1,1
4/30/93,6.05,144.2,7.1,1
5/3/93,5.96,144.2,7.1,0
5/4/93,5.92,144.2,7.1,1
5/5/93,5.93,144.2,7.1,1
5/6/93,5.89,144.2,7.1,1
5/7/93,5.92,144.2,7.1,1
5/10/93,5.89,144.2,7.1,1
5/11/93,5.89,144.2,7.1,1
5/12/93,5.96,144.2,7.1,1
5/13/93,6.02,144.2,7.1,1
5/14/93,6.03,144.2,7.1,1
5/17/93,6.07,144.2,7.1,1
5/18/93,6.15,144.2,7.1,1
5/19/93,6.11,144.2,7.1,1
5/20/93,6.09,144.2,7.1,1
5/21/93,6.16,144.2,7.1,1
5/24/93,6.16,144.2,7.1,1
5/25/93,6.17,144.2,7.1,1
5/26/93,6.12,144.2,7.1,1
5/27/93,6.11,144.2,7.1,1
5/28/93,6.16,144.2,7.1,1
5/31/93,6.16,144.3,7,0
6/1/93,6.07,144.3,7,1
6/2/93,6.06,144.3,7,1
6/3/93,6.02,144.3,7,1
6/4/93,6.11,144.3,7,1
6/7/93,6.08,144.3,7,0
6/8/93,6.09,144.3,7,1
6/9/93,6.07,144.3,7,1
6/10/93,6.07,144.3,7,1
6/11/93,5.97,144.3,7,1
6/14/93,5.97,144.3,7,1
6/15/93,5.96,144.3,7,1
6/16/93,5.96,144.3,7,1
6/17/93,5.93,144.3,7,1
6/18/93,5.97,144.3,7,1
6/21/93,5.92,144.3,7,1
6/22/93,5.91,144.3,7,1
6/23/93,5.91,144.3,7,1
6/24/93,5.88,144.3,7,1
6/25/93,5.84,144.3,7,1
6/28/93,5.8,144.3,7,1
6/29/93,5.79,144.3,7,1
6/30/93,5.8,144.5,6.9,1
7/1/93,5.8,144.5,6.9,1
7/2/93,5.76,144.5,6.9,1
7/5/93,5.76,144.5,6.9,0
7/6/93,5.8,144.5,6.9,1
7/7/93,5.8,144.5,6.9,1
7/8/93,5.78,144.5,6.9,0
7/9/93,5.76,144.5,6.9,1
7/12/93,5.75,144.5,6.9,1
7/13/93,5.78,144.5,6.9,1
7/14/93,5.72,144.5,6.9,1
7/15/93,5.72,144.5,6.9,0
7/16/93,5.71,144.5,6.9,0
7/19/93,5.71,144.5,6.9,0
7/20/93,5.75,144.5,6.9,0
7/21/93,5.83,144.5,6.9,0
7/22/93,5.9,144.5,6.9,0
7/23/93,5.95,144.5,6.9,1
7/26/93,5.93,144.5,6.9,1
7/27/93,5.92,144.5,6.9,1
7/28/93,5.9,144.5,6.9,1
7/29/93,5.81,144.5,6.9,0
7/30/93,5.83,144.8,6.8,1
8/2/93,5.85,144.8,6.8,1
8/3/93,5.83,144.8,6.8,1
8/4/93,5.87,144.8,6.8,1
8/5/93,5.86,144.8,6.8,1
8/6/93,5.86,144.8,6.8,1
8/9/93,5.82,144.8,6.8,1
8/10/93,5.82,144.8,6.8,0
8/11/93,5.75,144.8,6.8,0
8/12/93,5.77,144.8,6.8,0
8/13/93,5.72,144.8,6.8,0
8/16/93,5.68,144.8,6.8,0
8/17/93,5.7,144.8,6.8,0
8/18/93,5.69,144.8,6.8,0
8/19/93,5.64,144.8,6.8,0
8/20/93,5.61,144.8,6.8,0
8/23/93,5.6,144.8,6.8,0
8/24/93,5.54,144.8,6.8,0
8/25/93,5.51,144.8,6.8,0
8/26/93,5.42,144.8,6.8,0
8/27/93,5.48,144.8,6.8,0
8/30/93,5.44,144.8,6.8,0
8/31/93,5.45,145,6.7,0
9/1/93,5.46,145,6.7,0
9/2/93,5.41,145,6.7,0
9/3/93,5.31,145,6.7,0
9/6/93,5.31,145,6.7,0
9/7/93,5.23,145,6.7,0
9/8/93,5.23,145,6.7,0
9/9/93,5.35,145,6.7,0
9/10/93,5.29,145,6.7,0
9/13/93,5.26,145,6.7,0
9/14/93,5.37,145,6.7,0
9/15/93,5.39,145,6.7,0
9/16/93,5.37,145,6.7,0
9/17/93,5.38,145,6.7,0
9/20/93,5.42,145,6.7,0
9/21/93,5.47,145,6.7,0
9/22/93,5.45,145,6.7,0
9/23/93,5.42,145,6.7,0
9/24/93,5.42,145,6.7,0
9/27/93,5.3,145,6.7,0
9/28/93,5.28,145,6.7,0
9/29/93,5.35,145,6.7,0
9/30/93,5.4,145.6,6.8,0
10/1/93,5.34,145.6,6.8,0
10/4/93,5.34,145.6,6.8,0
10/5/93,5.35,145.6,6.8,0
10/6/93,5.35,145.6,6.8,0
10/7/93,5.33,145.6,6.8,0
10/8/93,5.26,145.6,6.8,0
10/11/93,5.26,145.6,6.8,0
10/12/93,5.27,145.6,6.8,0
10/13/93,5.27,145.6,6.8,0
10/14/93,5.23,145.6,6.8,0
10/15/93,5.19,145.6,6.8,0
10/18/93,5.27,145.6,6.8,0
10/19/93,5.27,145.6,6.8,0
10/20/93,5.26,145.6,6.8,0
10/21/93,5.35,145.6,6.8,0
10/22/93,5.42,145.6,6.8,0
10/25/93,5.47,145.6,6.8,0
10/26/93,5.43,145.6,6.8,0
10/27/93,5.44,145.6,6.8,0
10/28/93,5.41,145.6,6.8,0
10/29/93,5.43,146,6.6,0
11/1/93,5.56,146,6.6,0
11/2/93,5.63,146,6.6,0
11/3/93,5.67,146,6.6,0
11/4/93,5.67,146,6.6,0
11/5/93,5.75,146,6.6,0
11/8/93,5.7,146,6.6,0
11/9/93,5.64,146,6.6,0
11/10/93,5.72,146,6.6,0
11/11/93,5.72,146,6.6,0
11/12/93,5.66,146,6.6,0
11/15/93,5.69,146,6.6,0
11/16/93,5.66,146,6.6,0
11/17/93,5.65,146,6.6,0
11/18/93,5.72,146,6.6,0
11/19/93,5.84,146,6.6,0
11/22/93,5.89,146,6.6,0
11/23/93,5.82,146,6.6,0
11/24/93,5.84,146,6.6,0
11/25/93,5.84,146,6.6,0
11/26/93,5.78,146,6.6,0
11/29/93,5.76,146,6.6,0
11/30/93,5.83,146.3,6.5,0
12/1/93,5.82,146.3,6.5,0
12/2/93,5.81,146.3,6.5,0
12/3/93,5.8,146.3,6.5,0
12/6/93,5.72,146.3,6.5,0
12/7/93,5.71,146.3,6.5,0
12/8/93,5.71,146.3,6.5,0
12/9/93,5.68,146.3,6.5,0
12/10/93,5.73,146.3,6.5,0
12/13/93,5.78,146.3,6.5,0
12/14/93,5.82,146.3,6.5,0
12/15/93,5.83,146.3,6.5,0
12/16/93,5.84,146.3,6.5,0
12/17/93,5.81,146.3,6.5,0
12/20/93,5.83,146.3,6.5,0
12/21/93,5.85,146.3,6.5,0
12/22/93,5.74,146.3,6.5,0
12/23/93,5.72,146.3,6.5,0
12/24/93,5.72,146.3,6.5,0
12/27/93,5.72,146.3,6.5,0
12/28/93,5.72,146.3,6.5,0
12/29/93,5.74,146.3,6.5,0
12/30/93,5.82,146.3,6.5,0
12/31/93,5.83,146.3,6.6,0
1/3/94,5.92,146.3,6.6,0
1/4/94,5.88,146.3,6.6,0
1/5/94,5.9,146.3,6.6,0
1/6/94,5.84,146.3,6.6,0
1/7/94,5.7,146.3,6.6,0
